+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                           ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                       ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u1|mm_interconnect_0|sysid_control_slave_translator                                                                                                                             ; 100   ; 6              ; 16           ; 6              ; 35     ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|mm_interconnect_0|eth_control_port_translator                                                                                                                                ; 100   ; 5              ; 9            ; 5              ; 76     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|mm_interconnect_0|test_pattern_st_gen_command_translator                                                                                                                     ; 100   ; 5              ; 16           ; 5              ; 69     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|mm_interconnect_0|jtag_uart_avalon_jtag_slave_translator                                                                                                                     ; 100   ; 5              ; 19           ; 5              ; 70     ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|mm_interconnect_0|cpu_v2_instruction_master_translator                                                                                                                       ; 101   ; 51             ; 0            ; 51             ; 93     ; 51              ; 51            ; 51              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|mm_interconnect_0|cpu_v2_data_master_translator                                                                                                                              ; 101   ; 12             ; 0            ; 12             ; 93     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|mm_interconnect_0                                                                                                                                                            ; 369   ; 0              ; 0            ; 0              ; 395    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|timer                                                                                                                                                                        ; 23    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|test_pattern_st_gen|command_fifo                                                                                                                                             ; 81    ; 0              ; 0            ; 0              ; 84     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|test_pattern_st_gen|packetcount_ram                                                                                                                                          ; 21    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|test_pattern_st_gen|position_ram                                                                                                                                             ; 21    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|test_pattern_st_gen                                                                                                                                                          ; 74    ; 0              ; 25           ; 0              ; 77     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|sysid                                                                                                                                                                        ; 3     ; 16             ; 2            ; 16             ; 32     ; 16              ; 16            ; 16              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|spi                                                                                                                                                                          ; 25    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|sample_pll|sd1                                                                                                                                                               ; 7     ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|sample_pll|stdsync2|dffpipe3                                                                                                                                                 ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|sample_pll|stdsync2                                                                                                                                                          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|sample_pll                                                                                                                                                                   ; 50    ; 43             ; 30           ; 43             ; 37     ; 43              ; 43            ; 43              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|ram_onchip|the_altsyncram|auto_generated                                                                                                                                     ; 52    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|ram_onchip                                                                                                                                                                   ; 56    ; 1              ; 1            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|wr_ptr                                                                                        ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|rd_ptr_count                                                                                  ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|FIFOram                                                                                       ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                        ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo|fifo_state                                                                                    ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_r|rfifo|auto_generated|dpfifo                                                                                               ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_r|rfifo|auto_generated                                                                                                      ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_r                                                                                                                           ; 13    ; 0              ; 1            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|wr_ptr                                                                                        ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|rd_ptr_count                                                                                  ; 4     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|FIFOram                                                                                       ; 24    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state|count_usedw                                                                        ; 5     ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo|fifo_state                                                                                    ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_w|wfifo|auto_generated|dpfifo                                                                                               ; 13    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_w|wfifo|auto_generated                                                                                                      ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart|the_WiPhase_top_level_jtag_uart_scfifo_w                                                                                                                           ; 12    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|jtag_uart                                                                                                                                                                    ; 38    ; 10             ; 23           ; 10             ; 34     ; 10              ; 10            ; 10              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|eth|i_tse_mac                                                                                                                                                                ; 134   ; 38             ; 0            ; 38             ; 116    ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|eth                                                                                                                                                                          ; 96    ; 0              ; 0            ; 0              ; 116    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_debug_slave_wrapper|the_WiPhase_top_level_cpu_v2_cpu_debug_slave_sysclk               ; 43    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_debug_slave_wrapper|the_WiPhase_top_level_cpu_v2_cpu_debug_slave_tck                  ; 130   ; 0              ; 1            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_debug_slave_wrapper                                                                   ; 123   ; 0              ; 0            ; 0              ; 50     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_ocimem|WiPhase_top_level_cpu_v2_cpu_ociram_sp_ram|the_altsyncram|auto_generated ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_ocimem|WiPhase_top_level_cpu_v2_cpu_ociram_sp_ram                               ; 47    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_ocimem                                                                          ; 92    ; 0              ; 6            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_avalon_reg                                                                      ; 48    ; 0              ; 27           ; 0              ; 68     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_im                                                                          ; 54    ; 38             ; 51           ; 38             ; 47     ; 38              ; 38            ; 38              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_pib                                                                         ; 0     ; 36             ; 0            ; 36             ; 36     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_fifo|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_fifo_cnt_inc                ; 5     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_fifo|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_fifo_wrptr_inc              ; 4     ; 2              ; 0            ; 2              ; 4      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_fifo|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_compute_input_tm_cnt        ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_fifo                                                                        ; 115   ; 0              ; 65           ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_dtrace|WiPhase_top_level_cpu_v2_cpu_nios2_oci_trc_ctrl_td_mode              ; 9     ; 0              ; 6            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_dtrace                                                                      ; 102   ; 0              ; 91           ; 0              ; 72     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_itrace                                                                      ; 24    ; 53             ; 24           ; 53             ; 53     ; 53              ; 53            ; 53              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_dbrk                                                                        ; 87    ; 0              ; 0            ; 0              ; 91     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_xbrk                                                                        ; 53    ; 5              ; 50           ; 5              ; 6      ; 5               ; 5             ; 5               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_break                                                                       ; 51    ; 36             ; 6            ; 36             ; 71     ; 36              ; 36            ; 36              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci_debug                                                                       ; 50    ; 1              ; 30           ; 1              ; 7      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_nios2_oci                                                                                                                        ; 154   ; 0              ; 0            ; 0              ; 69     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|WiPhase_top_level_cpu_v2_cpu_register_bank_b|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|WiPhase_top_level_cpu_v2_cpu_register_bank_b                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|WiPhase_top_level_cpu_v2_cpu_register_bank_a|the_altsyncram|auto_generated                                                                                        ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|WiPhase_top_level_cpu_v2_cpu_register_bank_a                                                                                                                      ; 44    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu|the_WiPhase_top_level_cpu_v2_cpu_test_bench                                                                                                                       ; 285   ; 3              ; 251          ; 3              ; 33     ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2|cpu                                                                                                                                                                   ; 149   ; 1              ; 29           ; 1              ; 109    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|cpu_v2                                                                                                                                                                       ; 149   ; 2              ; 0            ; 2              ; 109    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1|debug_st_sink_0                                                                                                                                                              ; 11    ; 0              ; 11           ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u1                                                                                                                                                                              ; 16    ; 34             ; 0            ; 34             ; 46     ; 34              ; 34            ; 34              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
